Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
914,1 BHK Ready to Occupy Flat for sale in ATLANTA ENCLAVE Shilphata,"One can find this stunning 1 BHK flat for sale in Shilphata, Thane. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Atlanta Enclave. This flat is an attractive property for resale. The ready to move flat in Shilphata is all ready for sale at a low-priced budget of INR 52 Lac. The flat is sold in semi-furnished condition.",52 Lac ,7647,thane,420 sqft,Ready to Move,16 out of 21,Resale,Semi-Furnished,North,Main Road,ATLANTA ENCLAVE,2,3,1 Covered,Co-operative Society,,,
915,1 BHK Ready to Occupy Flat for sale Vitthalwadi,"This gorgeous 1 BHK Flat is available for sale in Vithalwadi, Thane. This flat for resale is just the type of property you have been searching for! The ready to move flat in Vithalwadi is all ready for sale at a low-priced budget of INR 20 Lac.",20 Lac ,4706,thane,,Ready to Move,3 out of 5,Resale,,,,,1,,,,425 sqft,,
916,1 BHK Ready to Occupy Flat for sale Bhiwandi,"Carefully laid out in the prime location of Bhiwandi in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This apartment is a property of choice for resale. Located in Bhiwandi, this ready to move apartment is sold at a fair selling price of INR 48 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. This 1 BHK flat boasts of being in close proximity to significant landmarks like majiwada that enhance the overall living experience.",48 Lac ,11483,thane,,Ready to Move,10 out of 20,Resale,Unfurnished,,"Garden/Park, Main Road",,2,,,Freehold,418 sqft,,
917,1 BHK Ready to Occupy Flat for sale in Mahalaxmi Krupa Thakurli,"This beautiful 1 BHK Flat is available for sale in Thakurli, Thane. It is based at Mahalaxmi Krupa complex, that occupies a prominent place in the locality. Invest your valuable money in this flat that is for resale. This ready to move flat is offered at an economical price of INR 45 Lac. This contemporary apartment is unfurnished. model college r b t school are a few nearby landmarks.",45 Lac ,6870,thane,455 sqft,Ready to Move,4 out of 7,Resale,Unfurnished,East,"Garden/Park, Main Road",Mahalaxmi Krupa,1,1,,Co-operative Society,,,
918,2 BHK Ready to Occupy Flat for sale in Rustomjee Atelier Majiwada,"Discover this immaculate 2 BHK flat for sale at the pristine Majiwada in Thane. Situated in the excellent Rustomjee Atelier township. The flat enjoys a prime location. This flat for resale has a desirable location. Located in Majiwada, this ready to move apartment is sold at a fair selling price of INR 95 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. The property is strategically placed near prominent places as near eastern express highway majiwada thane which make for the smooth living of residents.",95 Lac ,10556,thane,586 sqft,Ready to Move,9 out of 20,Resale,Unfurnished,East,"Garden/Park, Main Road",Rustomjee Atelier,2,1,1 Covered,Freehold,,,
919,2 BHK Ready to Occupy Flat for sale Royal tower hos soc Thane,"This gorgeous 2 BHK Flat is available for sale in Royal tower hos soc, Thane. This flat for resale is the perfect property for you! This ready to move flat in Royal tower hos soc comes at an affordable price of INR 64 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",64 Lac ,9481,thane,,Ready to Move,4 out of 7,Resale,Semi-Furnished,,,,1,,,,675 sqft,,
920,1 BHK Ready to Occupy Flat for sale in Regency Anantam Dombivli East,"Carefully laid out in the prime location of Dombivli East in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This flat is situated within the renown township of Regency Anantam. This flat for sale is the perfect property for you! This ready to move flat in Dombivli East can be taken at a very economical pricing of INR 57 Lac. The handing over of this property has been made available on Aug '23. It is unfurnished to accommodate your needs. The flat is easily approachable because it is near to vicco naka dombivli east.",57 Lac ,10816,thane,527 sqft,Ready to Move,17 out of 25,New Property,Unfurnished,East,"Garden/Park, Pool, Main Road",Regency Anantam,2,3,"1 Covered,",Freehold,,,
921,2 BHK Ready to Occupy Flat for sale in Runwal Eirene Balkum Pada,"This lovely 2 BHK Flat in Balkum village, Thane is up for sale. Situated in the Runwal Eirene township, it has a prime location. This apartment for resale is a great choice. This ready to move flat in Balkum village comes at an affordable price of INR 1.30 Cr. The apartment is semi-furnished. This 2 BHK flat boasts of being in close proximity to significant landmarks like near narayana school that enhance the overall living experience.",1.30 Cr ,13978,thane,730 sqft,Ready to Move,30 out of 34,Resale,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Runwal Eirene,2,4,1 Covered,Freehold,,,
922,1 BHK Ready to Occupy Flat for sale in Patel Prestige Ambernath West,"1 BHK flat available for sale in Thane in the prime location of Ambernath West. It is based at Patel Prestige complex, that occupies a prominent place in the locality. Your search ends here, because this flat for sale is among the best bargains in town. This apartment ready to move in the Ambernath West is available for an attractive price of INR 24.1 Lac. The flat is available in unfurnished condition. This 1 BHK flat boasts of being in close proximity to significant landmarks like ambernath that enhance the overall living experience.",24.1 Lac ,3518,thane,452 sqft,Ready to Move,5 out of 12,New Property,Unfurnished,East,Garden/Park,Patel Prestige,2,1,1 Open,Freehold,,,
923,3 BHK Ready to Occupy Flat for sale in Acme Ozone Manpada Thane West,"Have a look at this immaculate 3 BHK flat for sale in Manpada Thane West, Thane. It is housed in the well-planned Acme Ozone township in an advantageous location. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This apartment in one of the significant areas of Manpada Thane West is ready to move, and can be purchased at the best price of INR 2.10 Cr. Available in unfurnished state, this flat is a great buy. Some nearby landmarks are the property is very close to khevra circal.",2.10 Cr ,12605,thane,1134 sqft,Ready to Move,24 out of 28,Resale,Unfurnished,North,Garden/Park,Acme Ozone,3,,2 Covered,Freehold,,,
924,2 BHK Ready to Occupy Flat for sale in Lodha Splendora Ghodbunder Road,"Creatively planned and constructed is a 2 BHK flat for sale in Ghodbunder Road, Thane. This flat is placed in a marvellous location within the Lodha Splendora complex. This flat is an attractive property for resale. This ready to move flat in Ghodbunder Road comes at an affordable price of INR 88 Lac. It is semi-furnished to accommodate your needs.",88 Lac ,11733,thane,,Ready to Move,2 out of 31,Resale,Semi-Furnished,,,Lodha Splendora,2,,,,750 sqft,,
925,"1 BHK Ready to Occupy Flat for sale rais heritage, Kalyan Thane","rais heritage, Kalyan, Thane has an appealing 1 BHK flat for sale with various amenities. This is a desirable apartment for resale. You can buy this ready to move flat in rais heritage, Kalyan at a reasonable price of INR 42 Lac. It is a unfurnished apartment.",42 Lac ,8046,thane,,Ready to Move,12 out of 13,Resale,Unfurnished,,,,1,,,,522 sqft,,
926,2 BHK Ready to Occupy Flat for sale Kasarvadavali,"Kasarvadavali, Thane has an attractive 2 BHK Flat for sale. This apartment is a property of choice for sale. This ready to move flat located in Kasarvadavali is available for purchase at a fair price of INR 83 Lac. Available in unfurnished state, this flat is a great buy. puranik city is strategically located at ghodbunder rd, kasarvadavli are some major landmarks near the apartment.",83 Lac ,8342,thane,622 sqft,Ready to Move,10 out of 14,New Property,Unfurnished,South -West,"Garden/Park, Main Road",,2,1,1 Open,Freehold,,,
927,2 BHK Ready to Occupy Flat for sale Kalwa West,"One can find this stunning 2 BHK flat for sale in Kalwa West, Thane. This flat all equipped with required facilities, is up for resale. This apartment in one of the significant areas of Kalwa West is ready to move, and can be purchased at the best price of INR 62 Lac. It is a semi-furnished apartment. The property is constructed with proximity to major landmarks like kalwa naka.",62 Lac ,8857,thane,680 sqft,Ready to Move,2 out of 8,Resale,Semi-Furnished,North,,,2,,,Power Of Attorney,,,
928,1 BHK Ready to Occupy Flat for sale in Hiranandani Estate Lavinia Thane West,"Have a look at this immaculate 1 BHK flat for sale in Thane West, Thane. Located in the Hiranandani Estate Lavinia township, the flat enjoys access to the prime spots in the city. This is a desirable apartment for resale. Located in Thane West, this ready to move apartment is sold at a fair selling price of INR 88 Lac. It is a semi-furnished apartment. hiranandani foundation school are some major landmarks near the apartment.",88 Lac ,13946,thane,421 sqft,Ready to Move,24 out of 25,Resale,Semi-Furnished,North - East,Garden/Park,Hiranandani Estate Lavinia,2,,"1 Covered,",Freehold,,,
929,1 BHK Ready to Occupy Flat for sale Thane,"This gorgeous 1 BHK Flat is available for sale in , Thane. This flat for resale is just the type of property you have been searching for! Available at a reasonable selling price of INR 22 Lac, this ready to move apartment in is a great buy. The flat is sold in unfurnished condition. The flat is in close proximity to prominent landmarks like sahakar nagar, jivdani cross road, virar e.",22 Lac ,3385,thane,515 sqft,Ready to Move,2 out of 4,Resale,Unfurnished,East,Garden/Park,,1,,,Co-operative Society,,,
930,1 BHK Ready to Occupy Flat for sale in Nana Patil Pride Ambernath,"One can find this stunning 1 BHK flat for sale in Ambernath, Thane. This flat is situated in the Nana Patil Pride township and is equipped with premium facilities. This is one of the best properties available for resale. You can buy this ready to move flat in Ambernath at a reasonable price of INR 36.5 Lac. The flat is semi-furnished and is suitable for any family size.",36.5 Lac ,,thane,645 sqft,Ready to Move,2 out of 7,Resale,Semi-Furnished,East,Garden/Park,Nana Patil Pride,1,2,,Freehold,,,
931,2 BHK Ready to Occupy Flat for sale in Runwal Mycity Phase 2 Usarghar Gaon,"This lovely 2 BHK Flat in Usarghar Gaon, Thane is up for sale. This flat is situated within the renown township of Runwal Mycity Phase 2. This flat for sale is the perfect property for you! This ready to move flat located in Usarghar Gaon is available for purchase at a fair price of INR 55 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. This 2 BHK flat boasts of being in close proximity to significant landmarks like near koper station that enhance the overall living experience.",55 Lac ,6471,thane,524 sqft,Ready to Move,2 out of 22,New Property,Unfurnished,East,Garden/Park,Runwal Mycity Phase 2,2,1,1 Covered,Freehold,,,
932,3 BHK Ready to Occupy Flat for sale in Godrej Emerald Kasarvadavali,"This beautiful 3 BHK Flat is available for sale in Kasarvadavali, Thane. This flat is placed in a marvellous location within the Godrej Emerald complex. This flat for resale is a choice property. This ready to move flat in Kasarvadavali is available for a reasonable price of INR 1.55 Cr. Available in unfurnished state, this flat is a great buy.",1.55 Cr ,,thane,922 sqft,Ready to Move,26 out of 28,Resale,Unfurnished,,,Godrej Emerald,2,2,,,,,
933,3 BHK Ready to Occupy Flat for sale in Lodha Serenity Dombivli East,"This lovely 3 BHK Flat in Dombivli East, Thane is up for sale. It is in a prime location within the Lodha Serenity. This is one of the best properties available for resale. This apartment ready to move in the Dombivli East is available for an attractive price of INR 1.30 Cr. The flat is unfurnished and is suitable for any family size.",1.30 Cr ,7879,thane,1195 sqft,Ready to Move,5 out of 22,Resale,Unfurnished,,,Lodha Serenity,3,3,,Freehold,,,
934,1 BHK Ready to Occupy Flat for sale Vasind,"One can find this stunning 1 BHK flat for sale in Vasind, Thane. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! In Vasind, this ready to move flat is available at an attractive price of INR 10 Lac. It is unfurnished to accommodate your needs.",10 Lac ,2045,thane,360 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,,,,1,,,,,,
935,2 BHK Ready to Occupy Flat for sale Panch Pakhdi,"One can find this stunning 2 BHK flat for sale in Panch Pakhdi, Thane. Your hunt for the perfect apartment for resale comes to an end here. This ready to move property in Panch Pakhdi is readily available within an affordable cost of INR 1.25 Cr. This flat is an ideal choice because it is an furnished apartment with all basic amenities. panch pakhadi are some of the key nearby landmarks.",1.25 Cr ,13158,thane,700 sqft,Ready to Move,3 out of 3,Resale,Furnished,East,Garden/Park,,2,1,1 Covered,Co-operative Society,,,
936,4 BHK Ready to Occupy Flat for sale in Neelkanth Palms Kapurbawdi,"Kapurbawdi, Thane has an appealing 4 BHK flat for sale with various amenities. Situated in the excellent Neelkanth Palms township. The flat enjoys a prime location. This flat is an attractive property for resale. This apartment in one of the significant areas of Kapurbawdi is ready to move, and can be purchased at the best price of INR 3.75 Cr. This flat is an ideal choice because it is an semi-furnished apartment with all basic amenities. The flat is in close proximity to prominent landmarks like kapurbawdi.",3.75 Cr ,14648,thane,1600 sqft,Ready to Move,10 out of 28,Resale,Semi-Furnished,East,Garden/Park,Neelkanth Palms,4,,2 Covered,Freehold,,,
